date,Timestamp,reviews,star,response
"Nov 14, 15 2:04",14/11/15,"I am a custumer I State bank of Patiala Awahdevi since 3years .The bank always give sthe good service to the custumer .I personally says that the Patiala bank employees are good of our branch.

Why I can trust on State bank of Patiala

1 I am very happy with the employees work in our branch and their talking way.

2 State bank of Patiala is basically a pert of SBI

3 Different plans and services helps every aged person.

But is my personal experience

My friend name neeraj which is live in my hostel and doing BBA in chamba but his hometown is Kangra and his bank account is in Punjab national bank .I am his friend and basically from Mandi.

I am also going with him to his house for a tour of 5 days .so he decides to take internet banking from his Punjab national bank when he can fill form and given to the employee .

After they can read form and accept it but doesn't give internet banking and says that come after 10 days and take uur internet banking. When my friend asked why this takes so much Tim he can back go to chamba for study. But they reply with rudly behaviour. that what we can done its the bank prrocess not my fault ny friend don't reply him because the employee person is of my friend's village.

So we came back to himee and after some days we go   to chamaba for study.

After a month I can complete my all annual exam if semester sytem of college .I went to my ho.etown mandiband my bank account is in SBP branch there .

So I am also decided to get internet banking for doing the online transaction safely.

At the last on Monday I am go the state bank of Patiala branch and there was a rush in that day but I can easily take for of internet banking from the window.

After filling this I can go to a clerk which also passes the form of money withdrawal.

I cam give him the form .

Then he can see its all entries those I can fill properly but my one blank is remain vacant that I cannot signature on it on the back sides two times . I caan done signature in the back side of form with in 2 minutes  and handed over the form to the clerk now he is busy I another work .

Aafter 5 min he can se my form and stamp on I and take letter of internet banking from the drawer and write its codes on the computer and activate it.

And he handed the internet banking letter to me and says that politely that it can be activate with in 24 hours. Happy banking thank u. After taking this I can compare thee both branches pnb and sbp means that the proceeds of asbp is totally super fast After a great rush in bank I can get my internet banking and password with in an half an hour.

Thanku SBP TIPS

Always use internet banking mostly rather then debit or credit card because internet banking is safest way for online transaction

I am mostly shop inline that's why I can get the internet banking.

Never give password or debit card to any one this may result to a froud.

So be aware and beware banking

Thanks",4,1
"Nov 18, 15 5:52",18/11/15,"This is one of my prefered bank.i am using state bank of travancore for many years .state bank of travancore has opened many branches in almost all villages and has one of the widest network in kerala.

ATMs are also available in plentiful thus making it as a prefered bank.online banking services is also good.for adding benefitiary for transfering money its taking time as it needed to be approved by branch on next working day",3,0
"Nov 19, 15 4:11",19/11/15,"I myself have an account with SBT and I hate this bank. Whenever I go to the branch their staff will never mind me, they never clarify doubts.

They always sit like high level government officials. If you want to contact their customer care you will have to take a days leave and wait till you get a response back. If you like to do internet banking and mobile banking, don't even think about this bank. For the last 6 months I stopped doing transactions in this bank due to their bad services.

Now I opened  accounts in ICICI and CSB, both of them giving me nice and acceptable services. Really said good by to this fools",1,-2
"Nov 28, 15 2:10",28/11/15,"I have opened account 3years ago in SBM nagharbhavi branch bangalore. The opening service of account is smooth there staff helped me lot. To open account it take 2hrs and they asked to me come tommarow to collect passbook. I went to bank at 11am all staffwas present and they handover my oassbook to me. I deposit 1000rs to my account after deposit I got sms to my registered mobile number. But morning time so much crowd was there becuase no state bank avialable near that area. Infrastructure of bank is not so good. Drinking water was not there, no any coupon system is there.

You need to stand in line to deposit money or to draw money etc. Ony 4 chairs are availble for to customer  in entire bank space. The most worst of this bank is bathroom is world most worst toilts room. If get inside in toilet you will get omit. If u talk about internet banking service, is good. I applied net banking after some days. It took 15days overall process. They provided one envolpe inside that I got username and password. Using that I loged in to my account. I did not face any problem yet I did so many online transcation it was safe. But sometime site got  under maintains so that time I couldnot able to do transcation. Except of bank infrastructure and basic needs. Overall is good. I hope this would help you.",3,0
"Dec 6, 15 10:17",06/12/15,"State bank of Mysore is one of the popular and most trusted bank in India. As its old Nationalised bank I really a had good experience with this bank. As I was customer of this bank as in Moodbidri branch, Mangalore. I opened in the year 2010, I never found any issue. I opened Savings bank account I got good interest by depositing in this bank.

Even pass book was very systematic in which we can see proper information in this  pass book. Even I applied for Visa Debit card and got within 3 days. Even I got sms update facility. Even there service is also very fast and while entering in the bank the work we demand immediately they will do and never say our techniqual problem. Even customer care service is also really good. Overall its a really good bank and I recommend to do bank account for better service.",4,1
"Dec 10, 15 2:27",10/12/15,"This is wrost bank among all bank in which I have account. The services of this is so bad. The internet banking facility is wrost. I have registered my mobile no for internet banking . But the one time password( OTP) message never came in my mobile.

For this query when I went to sbp branch, and talk about this problem. Even they didn't know what is this bloody OTP. Somehow I managed to suggest them for registering my mobile no. again. But still my internet banking facility is not started. So finally I decided to close my account and opened in another. Please don't open account in this bank .",2,-1
"Dec 10, 15 3:03",10/12/15,"State bank of patiala is such a good bank because my family is a customer of this bank  and my family are using this bank services they should give better services and facilities and this banks has provide better securities of related account  this is such a good bank the other facilities is ATM card it so helpful my family has any time and any place has using state bank of patiala card  are used for withdraw the cash this bank are informed by msgs

This is too good and fast services and it is also provide the internet banking services it is such a awesome because you can used internet banking for online shopping anywhere and any time they are provide proper satisfy for any transactions and my family has always used for online shopping .",4,1
"Dec 10, 15 11:52",10/12/15,"State Bank of patiala is one of the popular bank in india. I am a customer of this bank from 2013. The service in State bank of patiala is very good and fast.

ATM of State bank of patiala is acceptable by all banks atm machines.

Bank also informed time to time through message about the information of account balance and any deduction of the accont.

State bank of patiala give equal importance to all urban and rural area because this bank is not only open its branch in urban areas but also setup in rural areas so that people of such places can touch bank services.

ATM facility is all over the India and so good also I wanna say staff and all plans ans scheme are also good and u can use this bank  for good and best service and you will be happy too, so try it.

I am satisfied with their service.

Thanks",5,2
"Dec 14, 15 4:58",14/12/15,"I have State Bank of Bikaner and Jaipur account from past 13 months, when I was posted in my company as a computer operator and after completing 1 month job the HR manager said to me that you have to open your Account in State Bank of Bikaner and Jaipur, because this rule for all the employee's work in our company and this bank(State Bank of Bikaner and Jaipur) is the default bank for us, so as my HR manager instructions I had opened a new account in State Bank of Bikaner and Jaipur and this bank is also a nice bank, all the facilities are provided by the bank to me like Net banking phone banking, ATM service etc.

Thank you.",4,1
"Dec 14, 15 6:35",14/12/15,"I can go to Kota Rajasthan in 2011 for coaching.so I can live around cad circle in shakti Nagar .

But during the test form time we have a challan of any bank deposited towards the test team authority .

But the SBBJ bank is near the CAD circle of Kota city Rajasthan.

so when I and my friend reach at the branch there was a great rush in the bank and also the outside of bank .

EMPLOYEE BEHEAVIOUR

Those are days of summer and there is hot around all people in kota.   so there is a long line at noon but we also be in the line but after 1 hour we reach at the counter .Then he can send me to another counter .

In another counter there also the same situation of the line.

INFRASTRUCTURE AND ENVIRONMENT

the totall staff is so small Nd also a small room in which all works are done .

The total infrastructure is good and also display and walls are not so clean looks some what dirty .

now we are at new line then we reach counter a half time occurs on that day our bad luck travel with us.

We are so much irritated from this and also from sin so much .

OTHER BANK FACILITY TO CUSTOMER

No coolER facility provided by the bank no other type shed

Only few chairs but good according to space of bank .

AT last at 3pm we are free from bank but the employees doesn't behaves good with customers because they can fill form incorrectly but those people are senier citizen but they have no respect towards them by some employees.

CHALLAN PROCESS AND TIME

They done challan in very small time in a minute they work fast its no doubt. But the SBBJ should be increase their staff according to the rush and also provide some major faculty to the customers.

CONCLUSION

There infrastructure design is great but this not make best but the customer makes u best so politely behaves with customers.

Choose bank according to your need and compatibly",2,-1
"Dec 15, 15 2:06",15/12/15,"I have a account in state bank of bikaner and Jaipur at branch Indra colony, sawai madhopur Rajasthan. I don't like this bank because I have a worst experience about this. When I opened a account in this brach they aasked me for a nominee and a person which already has a account in that branch, but in my circle I didn't have any one who has a account in that branch.

And after opening of account they didn't opener that with zero balance . And when give the application form to start netbanking . They gave me password and username . And when I used this then my OTP never came on my mobile for while online shopping. I contacted to my branch then anyone of them didn't know what's the OTP is. And they send me from one man to another and again that men sent me back . I got fainted. Then finally I filed a application form mobile registration for net banking . But after then also my OTP never came to my mobile no. Then I decided to close my account in that bank.

The customer service provided by that BRANCH was bad .",2,-1
"Dec 16, 15 1:34",16/12/15,"I open my first account in state bank of patiala , I thought that it is the branch of state bank but it is totally different bank than the state bank of India . but their services even worst than state bank of India , you cannot change your pin from through netbanking and there is no option of yo covert your a saving account in mould account, also one day when I go to bank for  making a draft they say we do not have draft papers so come tomorrow.

And one of my worst experience is that when I asked them that I am not getting otp on my mobile they even do not know what is otp means . I was surprised with this that how it is possible for a person working in bank and do not know about otp number.",1,-2
"Dec 16, 15 3:38",16/12/15,"State bank of patiyala is not having that much reputation as of like india. it was establish late but these is not really transparent to the bankers as the interest rate is nominal but the service and the banks working hours really matters with staff and it was like a govt. thing and the timings were not actually punctual.

It will takes some more time than usual during week days to deposit amount and like to be waited for half hour to be our time to deposit the money and sometimes they gone a have some shifts of lunch break and tea and we need to be there till they available and it was not really customer friendly and they never cares about any question and no one were ready to answer the people as they were busy in transferring money and counting with machines.",2,-1
"Dec 16, 15 11:49",16/12/15,"I have a bank account in state bank of patiala and I use their banking services. After 5-6 months of got rid of them, they don't have green channel to deposit money into account they take so much of time to deposit money into the bank.

They even don't know how to deposit the fees of colleges. When I ask them to deposit my college fees they just don't know how to deposit the fees. They take so much time in giving passbook as other bank provide it immediately. I just want to close my account in state bank of patiala. Just hate it",1,-2
"Dec 18, 15 3:03",18/12/15,"State Bank of Travancore is a nationalised bank under the State Bank group. It is working under the regulations of Reserve Bank of India(RBI).

And let me say I have a worst customer experience with this bank. For the first few years the experience was fairly good. I dont have much problem. But for the last one year they charging me for a lot of unnecessary things. I have a net banking facility with this bank.

For each transactions they taking huge services charges. Also each time when my father deposits money in the account, then they takes the money in the name of SMS charges of something else. I am really frustrated with this. I have also an account in south indian bank. They are not charging a single rupee unnecessary.",2,-1
"Dec 19, 15 11:45",19/12/15,"Online Services Need Imporvement.The offline banking features comes in handy.No complications in their procedure, made as simple as possible.But the online site had many drawbacks.The main thing that concerns me is whenever I wanted to do an online transfer.I will have to add the account as a beneficiary and wait for 24 hours to do a wire transfer.This is really making it difficult and not handy in times of need.

I know for sure this is a added on feature for the security, still it does the opposite in impact.Consider a modification in this and you are a Go",3,0
"Dec 19, 15 12:41",19/12/15,"The state bank of patiala is not as a well developed bank as an sbi but its also acts as a part of Sbi.

I have an account in state bank of Patiala.so I am satisfied  with the services of patiala bank but it is below only in online service then SBI.

LATEST NEWS

now the SBP make an app for Android users.

But in the other side sbi have made many apps for android ios as well as windows phone users .

The SBP bank provides all facilities as Sbi but somewhat late in giving service then SBI.

But still it had an repotated bank and I am satisfied all services of the bank.

The totally ATM and internet banking service is well provided to all customers also the credit card debit card services  will be taken simply from the bank.

Its only now some before in race of making apps to windows and ios users .But developing its facilities day by day also be an updated it time to time.

As we said about customer service I can contacted them 2times and totally satisfied even they reply your missed call also om their number .

You can get your account information on also on mobile by dialling toll free number of State Bank which is available for all types of State bank customer .

I can say that SBI AND sbp both good and their services are best act as government bank.

So Get Profit SBP services

Thanks",4,1
"Dec 20, 15 4:29",20/12/15,"Currently I am in Kasauli, working in a hotel. I just came here last month . My company prefers SBP for official transactions including salary account of officials.

But there was little problem with my documents to open salary account. As these days banks prefer Adhar Card as ID proof and I could not apply yet. When they knew my problem that I have not any Adhar, the manager agreed to open my account only with Voter ID .

That was a great experience because I could not get my salary without account number.

Thanks SBP officials.",4,1
"Dec 22, 15 11:34",22/12/15,"I hv been using SBOP account from 3 years and I am fully satisfied with the services.it is a public sector bank and hence you can trust it, because while we deal in money we have to indemnify ourselves against the possibilities of bankruptsy.as it is a part of STATE BANK family so transactions among these banks become easy

ATM TO ATM transfr among STATE BANK accounts is also possible, which increases the scope of the services.all state bank ATM, s are there to give you transfer services.dealing in the state banks is also gud.its money matter uh must rely only upon reliable organisations.",4,1
"Jan 3, 16 1:53",03/01/16,"State bank of bikaner and jaipur is very good bank in banking sector.because I m taking service of this bank and I m always satisfied with bank service.

You can find bank in every city .so it is useful for customers.

I m now using education loan from sbbj .im happy with bank.

For loan I apply aform and bank give me loan for further study. The processing of loan is simple.

Some issue.

1.atm machine is not available in every place

2.net banking is not good.

3.staff is less

Customer service of bank is very good you can call 24 hrs",4,1
"Jan 5, 16 9:05",05/01/16,"State Bank of Hyderabad is no different than any other banks present in India.

I've had an account with them since 2 years.

I never faced any huge problems but the only Qualm I have is Why don't these guys maintain their ATM's and Cash Deposit Machines?

These would never work in the time of need!

Recently I wanted to deposit money urgently and it being a weekend time, the only option I had was depositing through CDM but bang, I found that none of the machines seem to be working in the city: /

The servers were also down for about 4 days but there was no one from Bank to bat an eye for the problem:(

You guys need to concentrate on the extra services",3,0
"Jan 7, 16 5:35",07/01/16,"State bank of Hyderabad is the bank in Andhra pradesh and telangana. I have a account in branch of jyothi nagar which has 3 staff members the maintenance is very poor and the staff does not respond to the customers and they make them to wait for hours, I recently applied for ATM card and it arrived to my address and I have visted branch for Atm pin after waiting for 1 hour they gave me the pin, and then I went to ATM to withdraw the money then it has shown the error PIN is expired and I tried and I called there customer care number and asked regarding my problem and they have said the PIN has expired asked me to ask in the branch for RE-PIN and I had applied for RE-PIN and after 3 months I got a pin which is having same problem and since they have not given any solution for my problem. Again I applied for RE-PIN it has been 4 months still now I have not received the PIN.",1,-2
"Jan 11, 16 12:04",11/01/16,"I can be the customer of state bank of patiala from the last 2 years and I can staisfied with their all services .it can offer credit card debit card ., netbanking, loan all type of facility.i can open my sbp account in daharamshla .

2 years ago now I am in solan .i can visit sbp branch many times in solan.the sbp I like best in services then SBI branch here.i can mainly visit to send money to my brother through the atm or money depositing machine.i can saw the all the facilities even  staff are polite all faclilities are avaliabe here .

I can also uses internet banking facility also for the online shopping .its can also help me to transfer money online and its be free service .i like all advantags of sbp and uses alot.

the main important thing about that its have an at least a branch in every city which is quite satisfactory and we can use all state bank atm for transaction .i am surely we trust on its service and feel comfortable and secure with this bank",4,1
"Jan 16, 16 10:23",16/01/16,"State Bank of Hyderabad is a Associate bank of State bank of India hence a trustworthy bank. I have a saving account from long time and the service and products are very good.various services are offered by bank like Mobile, Internet banking which are very useful and easy to use.for shopping and fund transfer internet banking comes handy for shopping.IMPS service is also offered. I requested them to offer specific VISA debit card and they offered the same at minimal costs.and ATM can be used for free in all associate banks.",5,2
"Jan 16, 16 11:57",16/01/16,It is the bank with great facility and service they are providing the minimum balance 500/- rs to minimum balance of opening ac in savings account  in this bank to customers and in this bank we can and in this bank we can do online transaction in this bank through online and in this bank they are given to draw the money in ATM by giving debit card and they are giving credit card  to current ac holders in this bank and high rate of FD(fixed deposit) and if I go to witdraw the amount it will take about transaction time of 10 minutes only if I want to deposit they gave me facility by deposit amount in CDM(cash deposit machine) in any time and I like this bank for online bank net banking and I advice to open ac in this bank for secure payments while doing online transaction.,5,2
"Jan 20, 16 2:30",20/01/16,"Every day in the evening all friends of my suciety are talking about that how the is gone, so that time one of my friend asked me that Just Open account in State Bank of Bikaner and Jaipur and just use its services.

He also told me that State Bank of Bikaner and Jaipur give Net Banking Debit Card and Credit Card Facility also.

Next I just go and open all of my family members account in State Bank of Bikaner and Jaipur, and now we are transfer money online with the help of SBBJ Net Banking.

It  is so easy to use, we are also pay  online payment with the help of credit or debit card, and thing also so important that you can eaisly find State Bank of Bikaner and Jaipur ATM in any small and big city, State Bank of Bikaner and Jaipur is the nice bank.",5,2
"Jan 21, 16 1:04",21/01/16,"The bank has good facilities provided with good staff  help.

The bank has the facilities wich almost all the banks  provide you with nowadays.

The atm( Any Time Money) is provided if requested in form which helps us to  take money directly from an ATM anywhere easily without even going to the bank.

After you make transaction from atm if you have  opted for mobile banking then you should recieve  a confirmation notification that shows what transaction you made and also the available balance in you account .

The bank also has facility of internet banking that helps you to shop online through various e- commerce sites and make your paymebt directly throigh you account.

Now the modernization has helped this bank alot to  set up its name as one of the most trusted banks in India .",5,2
"Jan 23, 16 12:55",23/01/16,"One day neighbor friend called me at her house, so I just go to her house and then I just see that she is doing online shopping.

After that I just asked her that how did you pay payment online, so she told me that she was using  State Bank of Bikaner and Jaipur debit card and also using State Bank of Bikaner and Jaipur Net banking, this is the easy way to shop online and pay or transfer the payment  online, after that I just open the account in  State Bank of Bikaner and Jaipur and also use its services, this bank giving my superb service.",4,1
"Jan 24, 16 6:36",24/01/16,"When I was thinking to open a bank account in any bank, one of my friend who had a account in State Bank of Bikaner & Jaipur,  advised me to open my account in the same bank & branch.

He assured me to introduce for the same and so now my account is in SBBJ.  SBBJ is one of the six associate bank of State Bank of India with ts headquarter   in Jaipur.

Almost all the branches of this bank has been computerized with ECS facility. This bank provides host of facilities with net banking, de-mat account, recurring account, PPF  account and even locker facility.

Its ATM are available at every main market place and public places. Its also provides flexi saving bank account, which  treat your saving account as fixed deposit and gives higher rate of interest with facility of Maturity on Demand. The ATM card of this bank may be used at par with other banks of State Bank Group without any additional charge. This has all the banking solution.

The staff of the bank branch are cooperative and customer friendly.  They proactively  approach the customer for their assistance. They also provides information about the various schemes launched by the bank. The only drawback is the branches of this bank are mainly in the urban areas. After all I am satisfied with the services, support and facilities provided by this bank and also thank my friend who suggested me this bank.",5,2
"Jan 27, 16 10:11",27/01/16,"This is one of my prefered bank.

I am using state bank of travancore for many years .state bank of travancore has opened many branches in almost all villages and has one of the widest network in kerala.

ATMs are also available in plentiful thus making it as a prefered bank.online banking services is also good.for adding benefitiary for transfering money its taking time as it needed to be approved by branch on next working day",4,1
"Feb 1, 16 8:58",01/02/16,"I am going to share my true experience about State Bank of Patiala. Well as we all know this is government bank. I opened an account in it last year and dont have any complaints since last year. The service provided is the better than other banks. The staff is so best in the branch and they are very helpful.

The atm center are available in every place. You just have to swipe your card to withdraw your money. Its really very fast. The net banking service is the best. I use it to for make payment of house electricity bills, my phone bills . The new service is added by which I can recharge my prepaid my numbers thats very good to use it. The sms alert comes every times of any activity with the bank account. For your bright future you just need to open an account in state bank of Patiala.",4,1
"Feb 7, 16 4:17",07/02/16,"SBH is a giant size bank.I like State Bank Of hyderabad, because the banking service and system of this bank is so good.I have an account on SBH.I like the customers service of this bank.SBH provide us home loan, car loan and also many other loans.And the interest of this loans is very lower then any other banks.The ATM service of this bank is so awesome.

This bank isn't charge any some small commission for any transaction.Otherwise the other banks are charge higher commission for any transaction.Now a days the branches of SBH banks are all over the world.SBH provide us mobile banking service which is so good for me because now I am done my all banking transactions by my smartphone with this banking service.Few months ago, I am traveling to a very dangerous hill place( I don't like to mention this place name) .In there I have some shortages of money.But I am thank to god because then I am found a SBH banks ATM.

Thereafter I am withdraw some money from this ATM.So like this situation SBH Banks help me and also you to in dangerous place.",5,2
"Feb 7, 16 10:34",07/02/16,"""Online Services Need Improvement.The offline banking features comes in handy.No complications in their procedure, made as simple as possible.But the online site had many drawbacks.The main thing that concerns me is whenever I wanted to do an online transfer.I will have to add the account as a beneficiary and wait for 24 hours to do a wire transfer.

This is really making it difficult and not handy in times of need.I know for sure this is a added on feature for the security, still it does the opposite in impact.Consider a modification in this and you are a Go""",3,0
"Feb 11, 16 7:47",11/02/16,"Once I went to state bank of hyderabad in jntu, hyderabad.I went to take DD(demand draft).As, for the first time am going to take DD.I don't know the exact procedure.

I went to one of the staff member and asked politely I need to take DD will u please tell me the procedure, instead of telling the procedure she was reacted in a rude manner.she was just shouting not only on me, there are few members beside me came to deposit money, with them also she was talking rudely, every one over their scolding her for her behaviour, even though her response was not good, not only  she, every one over their were not responding, worst bank service, I ever seen.thank god I don't have an account at that branch",3,0
"Feb 12, 16 2:55",12/02/16,"Many of the people use to spare some time to have some investments and banking and if you were really patient in banking then choose this, as it was really not so responsive in duties and we get irritates more than every time when we get into it with a great piece of money or any doubts.

Really the treatment is less and we should have tp wait or take a leave for day if we have any work in the bank. Even they were not really well trained to use those systems and that the point here for them to having more time consumption and it was almost full of the staff with more aged and the responsive is really less and they will some shout on us if we try to ask anything to know.such a thing was not really appreciated to be part of the things.",2,-1
"Feb 13, 16 4:34",13/02/16,"State bank of Hyderabad is very good bank in Andhra Pradesh and telangana. It is very useful for all coman  people. It is developed shorty.Because it provides like education loan, vehicle loan, home loan and low interest rates and business loans are giving them with least interest.

Now a days every one is using sbh account. Recently fortune it gave best award .Ceo of sbh ms.arudhathi battacharya. She was one the best ceo in banks and she leads very well. Finally it provided credit cards and debit cards and remmit cards also.it will gives transactions by using all cards.it is one of the best bank. So it is very valuable for all are using state bank of India.",4,1
"Feb 18, 16 7:33",18/02/16,"I am a customer of state Bank of patiala and I am very much happy with the services and there customer support ad they really help you out with the problems and keep you updated about your amount information through SMS and email which is a really good thing.

The transactions and deposit done here are really smooth and I never had a problem here or any kind of bad incident that ruined my experience here. Other than just standing in the line which is the same story with every bank these days

The manager here is also good and helped me out it resolving the issue I once had with my bank account and I was really happy with this service. A really good bank as it care about its customers and employees here are also not rude and very cooperative which is a really important thing in banking profession and I really liked the over all experience. Also the rate of interest is also ok and you can have your account opened here without any worries about your money. Really recommend this bank.",4,1
"Feb 18, 16 8:31",18/02/16,"State Bank Of Travancore is a bank we can rely on. They respect their customers. I'm using this bank for 5 years and I didn't faced any problems till now. If you start an account you will get passbook and ATM card instantly. There is also online banking feature enabled. The security of the online activities are high. So there is no chance that we will lose our money. For every online transactions they will ask us to verify the One Time Password(OTP) which they will send to our registered mobile number.

State Bank group also have ATM's all over India. They also have debit card and credit card facility. The bank provides locker facility too. The interest rates are not too high but somewhat low compared to other banks.

For a general account we do not need to keep a specific balance in the account. They won't charge any penalty even though we kept a zero balance account for months. That's really useful for students looking for bank accounts.",4,1
"Feb 22, 16 3:59",22/02/16,"State bank of the hyderabad is available many areas .and we can easily open our account and we have transfer the money easily this is a good bank sevice provided to the customers .

In this bank atm are available anywhere and this they provide netbanking, mobile banking latestly he introduced e bank for easily transfer the money from one account to another account.

This is safest bank and we lockers also available and they will give the loan by gold   and car loans etc.

In this bank the employees are in good  in nature and for every tranctions we will get message .

This is a good bank to create new account.",5,2
"Feb 22, 16 12:42",22/02/16,"I have opened savings account in this bank before 2 years. it is one of the famous and safest bank.

The employees working there also very good nature. They always aims for customer satisfaction. I like this bank very much because its branches are located everywhere in our state. thus it becomes easy to make transaction's.

There are several number of ATM available for this bank. Recently, they have opened many e banking centers which make our work more easy and simple. It also has many facilities like Phone banking, Net banking. Even if we had any issue just we can contact customer care who makes our query solved in very less span.

As Service is very good from this bank. I would like to recommend this bank for customer's who are looking for good service bank.",4,1
"Feb 24, 16 10:20",24/02/16,"State bank of patiala is best bank of india.i have an account in this bank.it gives all facilities to you. This bank's braches are all over in india.

This bank gives you global ATM card. you can opened your account in just Rs1000. Other banks takes more than Rs5000 for open account.

Its branchs are very neat and clean. The staff is very cooperative. They helps you. Its processing is fast.

This bank's internet banking service is good.

State bank of patiala's ATM centers are available in every city.

Overall state bank of patiala is good bank for common people.",4,1
"Feb 28, 16 1:21",28/02/16,"Hey all my dear friends. How are you ? I hope all are well .i want to share my opinion with state bank of patiala. I really like these all services like atm saving etc. My all family members have acoount of SBOP .and they all are Happy with it.

I truly recommended it to all for ooening your account in it . Thanks",5,2
"Feb 29, 16 6:50",29/02/16,"There are not many banks that I appreciate or say good things about as most of them are just really bad and they have very bad services and if that's not case then there is a rude employee who ruins the bank experience but this bank is exception as I dint had such issues over here.

I go here to get my transactions done, transfer money, or just simply get my money and the whole experience is smooth except for the long lines that is OK at the 1st of the month as many people come here to get their salary or pension but except that there is really no such issue.

The employees here are very polite and professional and the work is done here in systematic manner and most of all they are not lazy to do their jobs and like other bank employees busy on their phone but are concentrated to their jobs which is really good.

There is not much I can say about the bank than the fact that I had a good experience and they do what they are supposed to do and I really didn't had an experience that made me say something ad about about it or upset me. Its just simply a very good bank.",4,1
"Mar 12, 16 10:22",12/03/16,"State Bank of Travancore popularly known as SBT is the regional part of State Bank of India group of banks. It is the largest banking chain in Kerala. It was everything going fine for me till I started the internet banking. Now money is going from my account in several ways in small amounts. Also I found that there are a lot of hidden charges for this bank.

They will charge you for every transaction you make. Ever SMS you receive from the bank. I am totally fed up with this and switching to another bank. Only good thing about this bank is that it has several branches across Kerala and a good network of ATMs. Also remember they will charge you if you withdraw money form other banks ATM.",2,-1
"Mar 19, 16 11:23",19/03/16,"My dad got an account in this, which is why even I got it. They delay things to a long long time. There are many banks which are doing very very good thsn these guys. They donot treat people in a good way to which is very irritating.

There are times when the public are very less, but still it used to take long long time to respond to things. If you need any loan in this, then the process is very very big.",1,-2
"Mar 24, 16 8:39",24/03/16,"State bank is only for those people's they having lot of time and no many busy. No any person can giving proper information about any department and rules of the bank, where is the counters of filling cash widows cash. Management is very worst.

Please change this management in Rajgurunagar.",3,0
"Mar 26, 16 9:56",26/03/16,"Hi friends today in writing review on SBH, this is my first bank account opened in 2012.

When I opened a new account it took just a single day, but for debit card it took nearly 2 months after opening the account, this is so much long time.

And the service of them is very good we have many number of atm's around us and they will charge some money when we deposit from other bank. SBH is a large network they don't need to charge money but I don't know why they are charging.

Cash deposit machines are the one step forward by them by this we need not to go for the bank and wait in long queue.

And they will provide many loan facilities also. Interest rate is not good as like private banks.

Overall im satisfied with their service.",3,0
"Mar 27, 16 1:24",27/03/16,"State Bank of Hyderabad is the famous bank.We can remove the account easily in this bank as they are providing a good facilities.The bank has many branches flourished all over the area.

They have many facillities like Money Transfer, Money Deposition and many more in least time.

The Bank provides the various types of loans in the least percent of interest which includes the Vehicle loan, Home loan, personal loan and many more.

The staff of the bank is well qualified having a broad range  of knowlege about all terms used in the banks.

The internet banking facility is so awesome.

There are number of ATM Centers of This bank allowing us to trancist easily.

The phone banking service is good

Thanks",5,2
"Mar 29, 16 8:21",29/03/16,"If you do not have PAN card for your kid then please do not open children account in SBT. In the beginning they will tell parents PAN will be mapped and you can sign 15G for avoiding TDS and then later they will betray you. There system will deduct TDS and they will tell PAN for kid is mandatory. Horrible bank with not clarity of process. If you do not have PAN card for your kid then please do not open children account in SBT.

In the beginning they will tell parents PAN will be mapped and you can sign 15G for avoiding TDS and then later they will betray you. There system will deduct TDS and they will tell PAN for kid is mandatory. Horrible bank with not clarity of process.",1,-2
"Apr 1, 16 12:20",01/04/16,"Heloo everyone .There is very important topic that is related  to bank and the bank is SBT.It is one of the best and giving nice service  to the customer  .

Friends in my location  there is branch of sbt all the villagers are opening  the account on that and getting good serice. All are happy promoting other to opening  the account on that bank.But one thing I want to say that we are getting problem on online transaction because sevice is some how not good and after  all service  is awesome .I request plz open  your account in this bank.Thank you.",5,2
"Apr 7, 16 12:16",07/04/16,"I am going to review a bank which is named STATE BANK OF HYDERABAD the bank has the many facilities available which can be useful for a person who is holding an bank account in STATE BANK OF HYDERABAD.

The service provided by the bank is just good than other banks and it provides a good interest than other banks my father is giving service to STATE BANK OF HYDERABAD from nearly 33 years and worked hard in STATE BANK OF HYDERABAD I recomended you to be an customer of STATE BANK OF HYDERABAD",5,2
"Apr 8, 16 5:40",08/04/16,"I have a saving account in state bank of patiala. My experience with this bank is very bad. Their staff is very lazy. They took 1 week to open my account which is too late. Then they send me my debit card after 3 months. Also the debit card is not working in atm and online transactions also. Their website have no important information.

Their staff speakes very rudely. Bank has no such facilities. I am using their internet banking service. Sometimes internet banking won't work. This is very bad. Also their atm's do not work sometimes. Punjab National Bank is way better then State bank of patiala. I am going to close my account in this bank. Please choose another bank rether then this.",1,-2
"Apr 10, 16 9:00",10/04/16,"I have bank account in state bank of patiala . but I can it comes in the roast bank which has a bad staff which is not happy to help their customer .their staff and manager also don't like to listen any query of their customer .well it  is a government bank.

So they don't like to work just want free salary and a time pass job .in their we stand in line .i opened my account in this bank because its branch is nearby my house but this is my not good decision .every time I like to get anything from bank I have to stand in a long line to done my work .their staff don't work properly they keep their nose up .whenever I get any problem with my account I like to talk to manager but he didn't listen me properly or don't like to help me .its service was also worst which I ever seen in any bank .i will not recommend this bank to any one .please don't open  your account in this bank .i dislike the staff of this bank .",2,-1
